Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-bgon,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Manipulation: Spreadsheet
73,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,21,task,Screen 2,ywtl6p,1,response,81,682.8,2131.6,2137.7,682.8,2131.6,2137.7,1,682.8,1454.9,0,,Slider,Slider,2,object-12,task,CFD_M-200-N.png,
74,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,22,task,Screen 2,ywtl6p,1,info,50,12.7,0,12.7,12.7,0,12.7,1,12.7,0,0,,Slider,Slider,2,object-12,task,CFD_M-242-N.png,
75,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,22,task,Screen 2,ywtl6p,1,continue,,2157.1,2148.2,2157.1,2157.1,2148.2,2157.1,1,2157.1,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-242-N.png,
76,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,22,task,Screen 2,ywtl6p,1,response,45,849.2,2148.2,2163.6,849.2,2148.2,2163.6,1,849.2,1314.4,0,,Slider,Slider,2,object-12,task,CFD_M-242-N.png,
77,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,23,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,IFD_M-100-N.png,
78,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,23,task,Screen 2,ywtl6p,1,continue,,2713.1,2697.6,2713.1,2713.1,2697.6,2713.1,1,2713.1,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-100-N.png,
79,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,23,task,Screen 2,ywtl6p,1,response,53,1315.4,2697.6,2713.4,1315.4,2697.6,2713.4,1,1315.4,1398,0,,Slider,Slider,2,object-12,task,IFD_M-100-N.png,
80,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,24,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,CFD_M-250-N.png,
81,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,24,task,Screen 2,ywtl6p,1,continue,,2255.5,2248,2255.5,2255.5,2248,2255.5,1,2255.5,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-250-N.png,
82,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,24,task,Screen 2,ywtl6p,1,response,23,649.3,2248,2255.8,649.3,2248,2255.8,1,649.3,1606.5,0,,Slider,Slider,2,object-12,task,CFD_M-250-N.png,
83,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,25,task,Screen 2,ywtl6p,1,info,50,12.99999999,0,12.99999999,12.99999999,0,12.99999999,1,12.99999999,0,0,,Slider,Slider,2,object-12,task,CFD_M-243-N.png,
84,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,25,task,Screen 2,ywtl6p,1,continue,,2127.8,2114.8,2127.8,2127.8,2114.8,2127.8,1,2127.8,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-243-N.png,
85,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,25,task,Screen 2,ywtl6p,1,response,17,765.9,2114.8,2128.4,765.9,2114.8,2128.4,1,765.9,1362.5,0,,Slider,Slider,2,object-12,task,CFD_M-243-N.png,
86,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,26,task,Screen 2,ywtl6p,1,info,50,16.9,0,16.9,16.9,0,16.9,1,16.9,0,0,,Slider,Slider,2,object-12,task,CFD_M-220-N.png,
87,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,26,task,Screen 2,ywtl6p,1,continue,,2092.2,2081.4,2092.2,2092.2,2081.4,2092.2,1,2092.2,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-220-N.png,
88,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,26,task,Screen 2,ywtl6p,1,response,64,732.6,2081.4,2092.6,732.6,2081.4,2092.6,1,732.6,1360,0,,Slider,Slider,2,object-12,task,CFD_M-220-N.png,
89,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,27,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,CFD_M-236-N.png,
90,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,27,task,Screen 2,ywtl6p,1,continue,,2171,2164.8,2171,2171,2164.8,2171,1,2171,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-236-N.png,
91,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,27,task,Screen 2,ywtl6p,1,response,82,649.6,2164.8,2176.2,649.6,2164.8,2176.2,1,649.6,1526.6,0,,Slider,Slider,2,object-12,task,CFD_M-236-N.png,
92,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,28,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-108-N.png,
93,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,28,task,Screen 2,ywtl6p,1,continue,,2120.4,2114.8,2120.4,2120.4,2114.8,2120.4,1,2120.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-108-N.png,
94,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,28,task,Screen 2,ywtl6p,1,response,57,549.6,2114.8,2120.8,549.6,2114.8,2120.8,1,549.6,1571.2,0,,Slider,Slider,2,object-12,task,IFD_M-108-N.png,
95,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,29,task,Screen 2,ywtl6p,1,info,50,11.6,0,11.6,11.6,0,11.6,1,11.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-044-N.png,
96,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,29,task,Screen 2,ywtl6p,1,continue,,2085.2,2081.5,2085.2,2085.2,2081.5,2085.2,1,2085.2,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-044-N.png,
97,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,29,task,Screen 2,ywtl6p,1,response,65,533,2081.5,2085.5,533,2081.5,2085.5,1,533,1552.5,0,,Slider,Slider,2,object-12,task,IFD_M-044-N.png,
98,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,30,task,Screen 2,ywtl6p,1,info,50,9.599999997,0,9.599999997,9.599999997,0,9.599999997,1,9.599999997,0,0,,Slider,Slider,2,object-12,task,CFD_M-234-N.png,
99,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,30,task,Screen 2,ywtl6p,1,continue,,2277.9,2264.7,2277.9,2277.9,2264.7,2277.9,1,2277.9,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-234-N.png,
100,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,30,task,Screen 2,ywtl6p,1,response,24,699.6,2264.7,2278.3,699.6,2264.7,2278.3,1,699.6,1578.7,0,,Slider,Slider,2,object-12,task,CFD_M-234-N.png,
101,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,31,task,Screen 2,ywtl6p,1,info,50,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,2,object-12,task,IFD_M-069-N.png,
102,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,31,task,Screen 2,ywtl6p,1,continue,,2154.5,2148.2,2154.5,2154.5,2148.2,2154.5,1,2154.5,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-069-N.png,
103,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,31,task,Screen 2,ywtl6p,1,response,76,932.7,2148.2,2155,932.7,2148.2,2155,1,932.7,1222.3,0,,Slider,Slider,2,object-12,task,IFD_M-069-N.png,
104,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,32,task,Screen 2,ywtl6p,1,info,50,12.2,0,12.2,12.2,0,12.2,1,12.2,0,0,,Slider,Slider,2,object-12,task,IFD_M-097-N.png,
105,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,32,task,Screen 2,ywtl6p,1,continue,,2253.1,2248.1,2253.1,2253.1,2248.1,2253.1,1,2253.1,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-097-N.png,
106,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,32,task,Screen 2,ywtl6p,1,response,72,749.5,2248.1,2259.8,749.5,2248.1,2259.8,1,749.5,1510.3,0,,Slider,Slider,2,object-12,task,IFD_M-097-N.png,
107,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,33,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,CFD_M-210-N.png,
108,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,33,task,Screen 2,ywtl6p,1,continue,,2208.9,2198,2208.9,2208.9,2198,2208.9,1,2208.9,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-210-N.png,
109,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,33,task,Screen 2,ywtl6p,1,response,77,899.3,2198,2209.2,899.3,2198,2209.2,1,899.3,1309.9,0,,Slider,Slider,2,object-12,task,CFD_M-210-N.png,
110,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,34,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-046-N.png,
111,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,34,task,Screen 2,ywtl6p,1,continue,,2319,2314.7,2319,2319,2314.7,2319,1,2319,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-046-N.png,
112,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,34,task,Screen 2,ywtl6p,1,response,36,1565.3,2314.7,2319.3,1565.3,2314.7,2319.3,1,1565.3,754,0,,Slider,Slider,2,object-12,task,IFD_M-046-N.png,
113,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,35,task,Screen 2,ywtl6p,1,info,50,10.1,0,10.1,10.1,0,10.1,1,10.1,0,0,,Slider,Slider,2,object-12,task,IFD_M-113-N.png,
114,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,35,task,Screen 2,ywtl6p,1,continue,,2112.4,2098.3,2112.4,2112.4,2098.3,2112.4,1,2112.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-113-N.png,
115,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,35,task,Screen 2,ywtl6p,1,response,27,1132.3,2098.3,2112.9,1132.3,2098.3,2112.9,1,1132.3,980.6,0,,Slider,Slider,2,object-12,task,IFD_M-113-N.png,
116,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,36,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,CFD_M-202-N.png,
117,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,36,task,Screen 2,ywtl6p,1,continue,,2078.1,2064.8,2078.1,2078.1,2064.8,2078.1,1,2078.1,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-202-N.png,
118,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,36,task,Screen 2,ywtl6p,1,response,58,599.4,2064.8,2078.5,599.4,2064.8,2078.5,1,599.4,1479.1,0,,Slider,Slider,2,object-12,task,CFD_M-202-N.png,
119,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,37,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,CFD_M-229-N.png,
120,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,37,task,Screen 2,ywtl6p,1,continue,,2117.2,2114.9,2117.2,2117.2,2114.9,2117.2,1,2117.2,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-229-N.png,
121,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,37,task,Screen 2,ywtl6p,1,response,26,999.1,2114.9,2123.4,999.1,2114.9,2123.4,1,999.1,1124.3,0,,Slider,Slider,2,object-12,task,CFD_M-229-N.png,
122,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,38,task,Screen 2,ywtl6p,1,info,50,14.19999999,0,14.19999999,14.19999999,0,14.19999999,1,14.19999999,0,0,,Slider,Slider,2,object-12,task,IFD_M-049-N.png,
123,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,38,task,Screen 2,ywtl6p,1,continue,,2102.4,2098.1,2102.4,2102.4,2098.1,2102.4,1,2102.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-049-N.png,
124,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,38,task,Screen 2,ywtl6p,1,response,63,666,2098.1,2102.6,666,2098.1,2102.6,1,666,1436.6,0,,Slider,Slider,2,object-12,task,IFD_M-049-N.png,
125,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,39,task,Screen 2,ywtl6p,1,info,50,9.700000003,0,9.700000003,9.700000003,0,9.700000003,1,9.700000003,0,0,,Slider,Slider,2,object-12,task,CFD_M-247-N.png,
126,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,39,task,Screen 2,ywtl6p,1,continue,,2576.2,2564.4,2576.2,2576.2,2564.4,2576.2,1,2576.2,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-247-N.png,
127,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,39,task,Screen 2,ywtl6p,1,response,52,699.4,2564.4,2576.6,699.4,2564.4,2576.6,1,699.4,1877.2,0,,Slider,Slider,2,object-12,task,CFD_M-247-N.png,
128,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,40,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-033-N.png,
129,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,40,task,Screen 2,ywtl6p,1,continue,,2331.1,2314.6,2331.1,2331.1,2314.6,2331.1,1,2331.1,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-033-N.png,
130,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,40,task,Screen 2,ywtl6p,1,response,71,666.2,2314.6,2331.1,666.2,2314.6,2331.1,1,666.2,1664.9,0,,Slider,Slider,2,object-12,task,IFD_M-033-N.png,
